city,state_id,lat,lng,population,timezone,military
Davie,FL,26.0789,-80.287,106306,America/New_York,False
Daly City,CA,37.6862,-122.4685,106280,America/Los_Angeles,False
Highlands Ranch,CO,39.5419,-104.9708,105631,America/Denver,False
Allen,TX,33.1088,-96.6735,105623,America/Chicago,False
West Covina,CA,34.0555,-117.9112,105101,America/Los_Angeles,False
Sparks,NV,39.5729,-119.7157,105006,America/Los_Angeles,False
Wichita Falls,TX,33.9072,-98.5291,104683,America/Chicago,False
San Mateo,CA,37.5521,-122.3122,104430,America/Los_Angeles,False
Columbia,MD,39.2004,-76.859,103991,America/New_York,False
Norwalk,CA,33.9069,-118.0829,103949,America/Los_Angeles,False
Rialto,CA,34.1174,-117.3894,103526,America/Los_Angeles,False
Manteca,CA,37.7927,-121.2264,103420,America/Los_Angeles,False
Arden-Arcade,CA,38.6034,-121.381,102864,America/Los_Angeles,False
El Cajon,CA,32.8017,-116.9605,102708,America/Los_Angeles,False
Burbank,CA,34.1879,-118.3235,102511,America/Los_Angeles,False
Longmont,CO,40.1686,-105.1005,102474,America/Denver,False
Renton,WA,47.4784,-122.1919,101751,America/Los_Angeles,False
Vista,CA,33.1896,-117.2386,101638,America/Los_Angeles,False
Logan,UT,41.74,-111.8419,101616,America/Denver,False
Prescott Valley,AZ,34.5983,-112.3176,101539,America/Phoenix,False
Vacaville,CA,38.359,-121.968,101444,America/Los_Angeles,False
Edinburg,TX,26.3197,-98.1596,101170,America/Chicago,False
Carmel,IN,39.965,-86.146,101068,America/Indiana/Indianapolis,False
Spokane Valley,WA,47.6626,-117.2346,101060,America/Los_Angeles,False
San Angelo,TX,31.4424,-100.4506,101004,America/Chicago,False
La Crosse,WI,43.824,-91.2268,100693,America/Chicago,False
Idaho Falls,ID,43.4872,-112.0362,100442,America/Boise,False
Holland,MI,42.7677,-86.0985,100432,America/Detroit,False
Charlottesville,VA,38.0375,-78.4855,100416,America/New_York,False
Longview,TX,32.5193,-94.7621,100330,America/Chicago,False
Tracy,CA,37.7269,-121.4522,100049,America/Los_Angeles,False
Boca Raton,FL,26.3752,-80.108,99805,America/New_York,False
Lafayette,CO,39.9949,-105.0997,99645,America/Denver,False
Lee's Summit,MO,38.9172,-94.3816,99357,America/Chicago,False
Rio Rancho,NM,35.2872,-106.6981,99178,America/Denver,False
South Fulton,GA,33.6269,-84.5802,99155,America/New_York,False
Beaverton,OR,45.4779,-122.8168,99037,America/Los_Angeles,False
Lawrence,KS,38.9597,-95.2641,98648,America/Chicago,False
Bismarck,ND,46.8144,-100.7694,98345,America/Chicago,False
Orem,UT,40.2983,-111.6992,97828,America/Denver,False
Middletown,OH,39.5032,-84.366,97730,America/New_York,False
San Tan Valley,AZ,33.1879,-111.5472,96692,America/Phoenix,False
San Marcos,CA,33.135,-117.1744,96664,America/Los_Angeles,False
Sandy,UT,40.571,-111.8505,96380,America/Denver,False
Federal Way,WA,47.3091,-122.3358,96289,America/Los_Angeles,False
Mandeville,LA,30.3751,-90.0904,95968,America/Chicago,False
Hesperia,CA,34.3975,-117.3147,95750,America/Los_Angeles,False
Brockton,MA,42.0821,-71.0242,95708,America/New_York,False
Compton,CA,33.893,-118.2275,95605,America/Los_Angeles,False
Riverview,FL,27.8227,-82.3023,95338,America/New_York,False
Fishers,IN,39.9589,-85.9661,95310,America/Indiana/Indianapolis,False
Sunrise,FL,26.1547,-80.2997,95166,America/New_York,False
Bowling Green,KY,36.9719,-86.4373,95135,America/Chicago,False
Roswell,GA,34.0391,-84.3513,94763,America/New_York,False
Menifee,CA,33.6909,-117.1849,94756,America/Los_Angeles,False
Plantation,FL,26.126,-80.2617,94580,America/New_York,False
Dover,NH,43.1887,-70.8845,94563,America/New_York,False
Quincy,MA,42.2516,-71.0183,94470,America/New_York,False
Portsmouth,VA,36.8468,-76.354,94398,America/New_York,False
Chino,CA,33.9836,-117.6654,94371,America/Los_Angeles,False
Lynn,MA,42.4779,-70.9663,94299,America/New_York,False
Edmond,OK,35.6689,-97.4159,94054,America/Chicago,False
Hanford,CA,36.3274,-119.6549,94028,America/Los_Angeles,False
Dearborn,MI,42.3127,-83.2129,93932,America/Detroit,False
Livonia,MI,42.3972,-83.3733,93665,America/Detroit,False
South Gate,CA,33.9448,-118.1926,93444,America/Los_Angeles,False
Vineland,NJ,39.4653,-74.9981,93239,America/New_York,False
Florence,SC,34.1781,-79.7877,93131,America/New_York,False
Portsmouth,NH,43.058,-70.7826,93069,America/New_York,False
Slidell,LA,30.2881,-89.7826,93040,America/Chicago,False
Lawton,OK,34.6176,-98.4203,93025,America/Chicago,False
Kirkland,WA,47.6974,-122.2054,93010,America/Los_Angeles,False
Missoula,MT,46.875,-114.0214,92895,America/Denver,False
Auburn,AL,32.6087,-85.4899,92777,America/Chicago,False
Rapid City,SD,44.0716,-103.2204,92664,America/Denver,False
Terre Haute,IN,39.4654,-87.3763,92490,America/Indiana/Indianapolis,False
Suffolk,VA,36.6953,-76.6398,92108,America/New_York,False
Blacksburg,VA,37.23,-80.4279,91888,America/New_York,False
Mount Pleasant,SC,32.8538,-79.8204,91684,America/New_York,False
Carson,CA,33.8374,-118.2559,91394,America/Los_Angeles,False
Conroe,TX,30.3239,-95.4825,91079,America/Chicago,False
Alafaya,FL,28.5278,-81.1865,91068,America/New_York,False
Livermore,CA,37.6862,-121.7608,90923,America/Los_Angeles,False
Westminster,CA,33.7523,-117.9938,90643,America/Los_Angeles,False
Germantown,MD,39.1755,-77.2643,90582,America/New_York,False
Santa Monica,CA,34.0232,-118.4813,90401,America/Los_Angeles,False
New Braunfels,TX,29.6994,-98.1148,90209,America/Chicago,False
Fall River,MA,41.7137,-71.1014,89541,America/New_York,False
Albany,GA,31.5776,-84.1762,89217,America/New_York,False
Miami Beach,FL,25.8171,-80.1396,88885,America/New_York,False
Norwalk,CT,41.1144,-73.4215,88816,America/New_York,False
San Leandro,CA,37.7071,-122.1601,88815,America/Los_Angeles,False
O'Fallon,MO,38.785,-90.7175,88673,America/Chicago,False
Newton,MA,42.3316,-71.2085,88414,America/New_York,False
Muncie,IN,40.1989,-85.395,87879,America/Indiana/Indianapolis,False
Citrus Heights,CA,38.6948,-121.288,87796,America/Los_Angeles,False
State College,PA,40.7909,-77.8568,87723,America/New_York,False
Town 'n' Country,FL,28.0108,-82.576,87338,America/New_York,False
Decatur,IL,39.8556,-88.9337,87236,America/Chicago,False
Jackson,MI,42.2431,-84.4037,87110,America/Detroit,False
Fort Myers,FL,26.6195,-81.8303,87103,America/New_York,False
Goodyear,AZ,33.2613,-112.3622,86840,America/Phoenix,False
Dalton,GA,34.769,-84.9712,86628,America/New_York,False
Bryan,TX,30.6657,-96.3668,86276,America/Chicago,False
Waukegan,IL,42.3697,-87.8716,86075,America/Chicago,False
Hawthorne,CA,33.9146,-118.3476,86068,America/Los_Angeles,False
Anderson,IN,40.0891,-85.6893,85992,America/Indiana/Indianapolis,False
Redwood City,CA,37.5026,-122.2252,85925,America/Los_Angeles,False
Hoover,AL,33.3754,-86.8064,85768,America/Chicago,False
Lake Forest,CA,33.6606,-117.6712,85531,America/Los_Angeles,False
Napa,CA,38.2976,-122.3011,85239,America/Los_Angeles,False
Whittier,CA,33.9678,-118.0188,85098,America/Los_Angeles,False
Clifton,NJ,40.8631,-74.1575,85052,America/New_York,False
Largo,FL,27.9088,-82.7711,84948,America/New_York,False
Bloomington,MN,44.8306,-93.3151,84943,America/Chicago,False
Johns Creek,GA,34.0333,-84.2027,84579,America/New_York,False
Newport Beach,CA,33.6151,-117.8669,84534,America/Los_Angeles,False
Mission,TX,26.2041,-98.3251,84331,America/Chicago,False
Milpitas,CA,37.4339,-121.8921,84196,America/Los_Angeles,False
Troy,MI,42.5818,-83.1457,84092,America/Detroit,False
Madera,CA,36.9631,-120.0782,84086,America/Los_Angeles,False
Joplin,MO,37.0758,-94.5018,84048,America/Chicago,False
Chino Hills,CA,33.9508,-117.7253,83853,America/Los_Angeles,False
Alhambra,CA,34.084,-118.1355,83750,America/Los_Angeles,False
Franklin,TN,35.9216,-86.8525,83097,America/Chicago,False
Melbourne,FL,28.1085,-80.6627,83029,America/New_York,False
Port Huron,MI,42.9822,-82.4387,82970,America/Detroit,False
Springfield,OH,39.9297,-83.7957,82820,America/New_York,False
Mountain View,CA,37.4,-122.0796,82739,America/Los_Angeles,False
Zephyrhills,FL,28.2408,-82.1796,82476,America/New_York,False
St. Augustine,FL,29.8977,-81.31,82180,America/New_York,False
Flagstaff,AZ,35.1872,-111.6195,81974,America/Phoenix,False
Buena Park,CA,33.8572,-118.0046,81788,America/Los_Angeles,False
Pleasanton,CA,37.6663,-121.8805,81777,America/Los_Angeles,False
Silver Spring,MD,39.0028,-77.0207,81773,America/New_York,False
Atascocita,TX,29.9777,-95.1953,81557,America/Chicago,False
Westland,MI,42.3192,-83.3805,81511,America/Detroit,False
Auburn,WA,47.3039,-122.2108,81464,America/Los_Angeles,False
Cranston,RI,41.7658,-71.4857,81456,America/New_York,False
Somerville,MA,42.3908,-71.1013,81360,America/New_York,False
Folsom,CA,38.6668,-121.1422,81328,America/Los_Angeles,False
Springdale,AR,36.1899,-94.1574,81125,America/Chicago,False
Deerfield Beach,FL,26.305,-80.1277,81066,America/New_York,False
Warwick,RI,41.7062,-71.4334,81004,America/New_York,False
Cicero,IL,41.8445,-87.7593,80796,America/Chicago,False
Farmington Hills,MI,42.486,-83.3771,80612,America/Detroit,False
Newark,OH,40.0705,-82.4251,80451,America/New_York,False
Williamsburg,VA,37.2692,-76.7076,80441,America/New_York,False
Brooklyn Park,MN,45.1112,-93.3505,80389,America/Chicago,False
Hattiesburg,MS,31.3074,-89.317,80138,America/Chicago,False
Alexandria,LA,31.2923,-92.4702,80129,America/Chicago,False
Lawrence,MA,42.7003,-71.1626,80028,America/New_York,False
Florence,AL,34.8303,-87.6654,79964,America/Chicago,False
Valdosta,GA,30.8502,-83.2788,79820,America/New_York,False
Plymouth,MN,45.0225,-93.4618,79768,America/Chicago,False
Buckeye,AZ,33.4314,-112.6429,79620,America/Phoenix,False
Georgetown,TX,30.6668,-97.6953,79604,America/Chicago,False
Cheyenne,WY,41.1351,-104.79,79484,America/Denver,False
Cedar Park,TX,30.5106,-97.8196,79462,America/Chicago,False
The Villages,FL,28.9021,-81.9888,79372,America/New_York,False
Kokomo,IN,40.464,-86.1277,79351,America/Indiana/Indianapolis,False
Tustin,CA,33.7309,-117.8106,79348,America/Los_Angeles,False
Lakewood,CA,33.8471,-118.1221,79307,America/Los_Angeles,False
Perris,CA,33.7899,-117.2233,79291,America/Los_Angeles,False
St. Joseph,MO,39.7599,-94.821,79161,America/Chicago,False
Flower Mound,TX,33.0344,-97.1146,79135,America/Chicago,False
Pharr,TX,26.1685,-98.1904,79112,America/Chicago,False
Pine Hills,FL,28.5818,-81.4693,78995,America/New_York,False
Alton,IL,38.9034,-90.1523,78905,America/Chicago,False
Loveland,CO,40.4166,-105.0623,78877,America/Denver,False
Boynton Beach,FL,26.5281,-80.0811,78679,America/New_York,False
New Rochelle,NY,40.9305,-73.7836,78557,America/New_York,False
Anderson,SC,34.5211,-82.6479,78512,America/New_York,False
Jonesboro,AR,35.8212,-90.6791,78394,America/Chicago,False
Lebanon,PA,40.3412,-76.4227,78302,America/New_York,False
Parma,OH,41.3843,-81.7286,78103,America/New_York,False
Layton,UT,41.0769,-111.9621,78014,America/Denver,False
Elizabethtown,KY,37.703,-85.877,78002,America/New_York,False
Texarkana,TX,33.4487,-94.0815,77964,America/Chicago,False
Alameda,CA,37.767,-122.2672,77624,America/Los_Angeles,False
Kankakee,IL,41.1019,-87.8643,77429,America/Chicago,False
Watsonville,CA,36.9206,-121.7706,77352,America/Los_Angeles,False
Porterville,CA,36.0644,-119.0338,77318,America/Los_Angeles,False
Baytown,TX,29.7586,-94.9669,77192,America/Chicago,False
Upland,CA,34.1178,-117.6603,77140,America/Los_Angeles,False
Davis,CA,38.5552,-121.7365,76997,America/Los_Angeles,False
Camarillo,CA,34.223,-119.0322,76931,America/Los_Angeles,False
South Jordan,UT,40.557,-111.9782,76598,America/Denver,False
Battle Creek,MI,42.2986,-85.2296,76514,America/Detroit,False
Bellflower,CA,33.888,-118.1271,76435,America/Los_Angeles,False
San Marcos,TX,29.8736,-97.9381,76218,America/Chicago,False
San Ramon,CA,37.7625,-121.9365,75995,America/Los_Angeles,False
Lake Jackson,TX,29.0516,-95.4522,75860,America/Chicago,False
Bethlehem,PA,40.6266,-75.3679,75815,America/New_York,False
Wyoming,MI,42.8909,-85.7066,75667,America/Detroit,False
Oshkosh,WI,44.0228,-88.5619,75536,America/Chicago,False
Hammond,IN,41.6169,-87.491,75522,America/Chicago,False
Waldorf,MD,38.6085,-76.9195,75489,America/New_York,False
Missouri City,TX,29.563,-95.5365,75457,America/Chicago,False
Pasco,WA,46.2506,-119.1304,75432,America/Los_Angeles,False
Wheeling,WV,40.0752,-80.6951,75392,America/New_York,False
Kendall,FL,25.6697,-80.3556,75312,America/New_York,False
Baldwin Park,CA,34.0829,-117.9721,75251,America/Los_Angeles,False
Rancho Cordova,CA,38.574,-121.2523,75087,America/Los_Angeles,False
Conway,AR,35.0754,-92.4694,74951,America/Chicago,False
Gary,IN,41.5906,-87.3472,74879,America/Chicago,False
Altoona,PA,40.5082,-78.4007,74829,America/New_York,False
Lodi,CA,38.1218,-121.2932,74773,America/Los_Angeles,False
Arlington Heights,IL,42.0955,-87.9825,74760,America/Chicago,False
Bolingbrook,IL,41.6903,-88.1019,74545,America/Chicago,False
Rochester Hills,MI,42.6645,-83.1563,74516,America/Detroit,False
Winchester,VA,39.1735,-78.1746,74417,America/New_York,False
Framingham,MA,42.3085,-71.4368,74416,America/New_York,False
Hilton Head Island,SC,32.1896,-80.7499,74139,America/New_York,False
Centreville,VA,38.8391,-77.4388,74125,America/New_York,False
Union City,CA,37.603,-122.0187,74107,America/Los_Angeles,False
Owensboro,KY,37.7574,-87.1173,74068,America/Chicago,False
Jackson,TN,35.6535,-88.8353,74065,America/Chicago,False
Cleveland,TN,35.1817,-84.8707,73596,America/New_York,False
Wausau,WI,44.962,-89.6459,73593,America/Chicago,False
Camden,NJ,39.9362,-75.1073,73562,America/New_York,False
Anniston,AL,33.6712,-85.8136,73501,America/Chicago,False
Evanston,IL,42.0463,-87.6942,73473,America/Chicago,False
Apple Valley,CA,34.5328,-117.2104,73453,America/Los_Angeles,False
Mansfield,OH,40.7656,-82.5275,73326,America/New_York,False
Caguas,PR,18.2319,-66.0388,73322,America/Puerto_Rico,False
Schaumburg,IL,42.0307,-88.0838,72887,America/Chicago,False
Pocatello,ID,42.8724,-112.4646,72878,America/Boise,False
Woodbury,MN,44.9056,-92.923,72828,America/Chicago,False
Southfield,MI,42.4765,-83.2605,72689,America/Detroit,False
Ellicott City,MD,39.2773,-76.8344,72665,America/New_York,False
Dale City,VA,38.6473,-77.3459,72627,America/New_York,False
Maple Grove,MN,45.1089,-93.4626,72622,America/Chicago,False
Pittsburg,CA,38.0182,-121.8964,72588,America/Los_Angeles,False
New Britain,CT,41.6758,-72.7862,72495,America/New_York,False
Morgantown,WV,39.638,-79.9468,72458,America/New_York,False
Mansfield,TX,32.569,-97.1211,72419,America/Chicago,False
Hammond,LA,30.5061,-90.4563,72413,America/Chicago,False
Dothan,AL,31.2335,-85.4069,72396,America/Chicago,False
Harrisonburg,VA,38.4361,-78.8735,72386,America/New_York,False
Wenatchee,WA,47.4356,-120.3283,72350,America/Los_Angeles,False
Waukesha,WI,43.0087,-88.2464,72299,America/Chicago,False
Pawtucket,RI,41.8744,-71.3743,72117,America/New_York,False
Redmond,WA,47.6762,-122.1169,71929,America/Los_Angeles,False
Lauderhill,FL,26.1605,-80.2242,71868,America/New_York,False
Sumter,SC,33.9392,-80.393,71518,America/New_York,False
Redlands,CA,34.0511,-117.1712,71513,America/Los_Angeles,False
Daphne,AL,30.6286,-87.8866,71484,America/Chicago,False
Mount Vernon,WA,48.4202,-122.3115,71422,America/Los_Angeles,False
Weston,FL,26.1006,-80.4054,71166,America/New_York,False
St. Charles,MO,38.7954,-90.5157,71028,America/Chicago,False
Janesville,WI,42.6855,-89.0136,70755,America/Chicago,False
Sherman,TX,33.6274,-96.6218,70704,America/Chicago,False
North Richland Hills,TX,32.8605,-97.218,70670,America/Chicago,False
Broomfield,CO,39.9541,-105.0527,70465,America/Denver,False
El Paso de Robles,CA,35.6394,-120.656,70248,America/Los_Angeles,False
Bristol,TN,36.5572,-82.2154,70243,America/New_York,False
Wilmington,DE,39.7415,-75.5413,70166,America/New_York,False
Casas Adobes,AZ,32.3423,-111.0114,70166,America/Phoenix,False
Walnut Creek,CA,37.9024,-122.0398,70166,America/Los_Angeles,False
Poinciana,FL,28.1217,-81.482,69955,America/New_York,False
Lynwood,CA,33.924,-118.2017,69887,America/Los_Angeles,False
Glen Burnie,MD,39.1559,-76.6072,69872,America/New_York,False
Lehi,UT,40.4136,-111.8726,69724,America/Denver,False
Passaic,NJ,40.8574,-74.1282,69703,America/New_York,False
Homestead,FL,25.4665,-80.4472,69523,America/New_York,False
West Bend,WI,43.4184,-88.1824,69504,America/Chicago,False
Delray Beach,FL,26.455,-80.0905,69451,America/New_York,False
Sheboygan,WI,43.7403,-87.7316,69393,America/Chicago,False
Lake Elsinore,CA,33.6847,-117.3344,69283,America/Los_Angeles,False
Daytona Beach,FL,29.1994,-81.0982,69186,America/New_York,False
Los Lunas,NM,34.8115,-106.7803,69020,America/Denver,False
Lima,OH,40.741,-84.1121,68878,America/New_York,False
Decatur,AL,34.573,-86.9906,68867,America/Chicago,False
Rocklin,CA,38.8075,-121.2488,68823,America/Los_Angeles,False
Rogers,AR,36.3172,-94.1526,68669,America/Chicago,False
Castle Rock,CO,39.3763,-104.8535,68484,America/Denver,False
Hanover,PA,39.8117,-76.9835,68165,America/New_York,False
Bossier City,LA,32.5227,-93.6666,68159,America/Chicago,False
Dubuque,IA,42.5008,-90.7067,68109,America/Chicago,False
Rockville,MD,39.0834,-77.1552,68079,America/New_York,False
Victoria,TX,28.8285,-96.985,68078,America/Chicago,False
Saratoga Springs,NY,43.0674,-73.7775,68028,America/New_York,False
Guaynabo,PR,18.3839,-66.1134,68024,America/Puerto_Rico,False
Gaithersburg,MD,39.1346,-77.2132,67985,America/New_York,False
Union City,NJ,40.7674,-74.0323,67982,America/New_York,False
Ames,IA,42.0259,-93.6215,67910,America/Chicago,False
West Des Moines,IA,41.5522,-93.7805,67899,America/Chicago,False
South San Francisco,CA,37.6536,-122.4197,67789,America/Los_Angeles,False
Yorba Linda,CA,33.889,-117.7714,67644,America/Los_Angeles,False
Casper,WY,42.842,-106.3207,67598,America/Denver,False
Palatine,IL,42.1181,-88.043,67482,America/Chicago,False
Corvallis,OR,44.5697,-123.278,67467,America/Los_Angeles,False
Ankeny,IA,41.7285,-93.6033,67355,America/Chicago,False
Mount Vernon,NY,40.9136,-73.8291,67345,America/New_York,False
Rowlett,TX,32.9157,-96.5488,67339,America/Chicago,False
Lakeville,MN,44.6774,-93.252,67317,America/Chicago,False
Alpharetta,GA,34.0704,-84.2739,67213,America/New_York,False
Longview,WA,46.1461,-122.9629,67081,America/Los_Angeles,False
DeKalb,IL,41.9313,-88.7482,66959,America/Chicago,False
Petaluma,CA,38.2423,-122.6267,66929,America/Los_Angeles,False
Redondo Beach,CA,33.8574,-118.3766,66749,America/Los_Angeles,False
Tamarac,FL,26.2056,-80.2542,66721,America/New_York,False
Laguna Niguel,CA,33.5275,-117.705,66385,America/Los_Angeles,False
Eagan,MN,44.8169,-93.1638,66372,America/Chicago,False
Kenner,LA,30.0109,-90.2549,66340,America/Chicago,False
Bay City,MI,43.5903,-83.8886,66107,America/Detroit,False
North Little Rock,AR,34.7808,-92.2371,65903,America/Chicago,False
Sammamish,WA,47.6017,-122.0416,65892,America/Los_Angeles,False
Shawnee,KS,39.0158,-94.8076,65807,America/Chicago,False
Jupiter,FL,26.9199,-80.1128,65791,America/New_York,False
Doral,FL,25.8151,-80.3565,65741,America/New_York,False
Florence-Graham,CA,33.9682,-118.2447,65716,America/Los_Angeles,False
